fid,OBJECTID,ADDRTYPE,ADDRNUM,UNIT,QUALIFIER,SUFFIX_FR,ARTICLE_FR,ROAD_NAME,SUFFIX_EN,DIRECTION,FULL_ADDRE,FULL_ADD_1,FULL_ROADN,FULL_ROA_1,ROAD_SIGN_,LANGUAGE_O,POSTAL_COD,CP_MUNICIP,MUNICIPALI,WARD,MUNICIPAL_,ROAD_NAME_,OT_ROAD_NA,POINT_X,POINT_Y,CREATED_DA,MODIFIED_D,GLOBALID,RELATED_AD,old_PARCEL_ASSESSMENT_ROLL_NUMBER,ZONE_CODE,ZONE_MAIN,PARCEL_ASSESSMENT_ROLL_NUMBER,match
184734,227889,Subordinate,325,,,privé,,Galston,Priv,,325 Galston Priv,325 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C2P,__7NARVJ,RN005243,382245.5129,5032861.774,2020/08/06,2020/08/06,{9552FD64-5FEA-4E27-B51A-7C0E97DE66B7},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184735,210638,Subordinate,326,,,privé,,Galston,Priv,,326 Galston Priv,326 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWE,__7NARVJ,RN005243,382264.7742,5032863.7448,2015/06/08,2015/06/08,{B642C8DF-1A72-4745-872D-169B5D07591C},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184736,232739,Subordinate,327,,,privé,,Galston,Priv,,327 Galston Priv,327 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C2R,__7NARVJ,RN005243,382243.6608,5032864.4199,2020/08/06,2020/08/06,{778FD51E-58DF-4D86-831A-E482AE355119},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184737,380320,Subordinate,329,,,privé,,Galston,Priv,,329 Galston Priv,329 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C2T,__7NARVJ,RN005243,382242.6025,5032866.0074,2020/08/06,2020/08/06,{A206681A-A6A4-4A05-A6B9-F5F26B90650E},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184738,373785,Subordinate,328,,,privé,,Galston,Priv,,328 Galston Priv,328 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWG,__7NARVJ,RN005243,382263.1866,5032866.7875,2015/06/08,2015/06/08,{47540093-65BE-4880-BC69-7A434D2A1CBA},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184739,386574,Subordinate,331,,,privé,,Galston,Priv,,331 Galston Priv,331 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C2V,__7NARVJ,RN005243,382242.0733,5032868.1241,2020/08/06,2020/08/06,{CEA50EF0-0D20-47D4-A833-6BC026407C4C},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184740,84687,Subordinate,330,,,privé,,Galston,Priv,,330 Galston Priv,330 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CXI,__7NARVJ,RN005243,382261.8637,5032869.301,2015/06/08,2015/06/08,{2AA6CC10-63E4-46B3-9ADE-10B569116CB8},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184741,381501,Subordinate,332,,,privé,,Galston,Priv,,332 Galston Priv,332 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CXK,__7NARVJ,RN005243,382260.6731,5032872.2115,2015/06/08,2015/06/08,{FF3B9566-FD1C-4510-ABDF-65F3EF163459},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184742,92778,Subordinate,334,,,privé,,Galston,Priv,,334 Galston Priv,334 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CXM,__7NARVJ,RN005243,382259.3502,5032874.8573,2015/06/08,2015/06/08,{6AD6BC3C-AA59-42CB-B8BD-C824C8C7A2B7},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184743,87564,Subordinate,336,,,privé,,Galston,Priv,,336 Galston Priv,336 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CXO,__7NARVJ,RN005243,382257.3658,5032878.4292,2015/06/08,2015/06/08,{2E0CC85C-9508-41CE-85A2-D1A384F956F2},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184744,48891,Subordinate,313,,,privé,,Galston,Priv,,313 Galston Priv,313 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C1D,__7NARVJ,RN005243,382257.1545,5032840.7396,2020/08/06,2020/08/06,{F923E2EF-E074-47AF-92C4-A1046A8E6519},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184745,231397,Subordinate,307,,,privé,,Galston,Priv,,307 Galston Priv,307 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C18,__7NARVJ,RN005243,382262.4462,5032828.5688,2020/08/06,2020/08/06,{47B61AC4-6024-4067-90E2-CFBF68ABE67D},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184746,248711,Subordinate,301,,,privé,,Galston,Priv,,301 Galston Priv,301 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C12,__7NARVJ,RN005243,382268.1348,5032817.9855,2020/08/06,2020/08/06,{68265E9E-97BB-462D-9D5A-CB9D6DF52AEF},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184747,379332,Subordinate,303,,,privé,,Galston,Priv,,303 Galston Priv,303 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C14,__7NARVJ,RN005243,382266.0182,5032820.7636,2020/08/06,2020/08/06,{3A5AF554-9133-4508-ADAA-042AD96A0DFF},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184748,48897,Subordinate,305,,,privé,,Galston,Priv,,305 Galston Priv,305 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C16,__7NARVJ,RN005243,382264.0337,5032824.6,2020/08/06,2020/08/06,{F846873C-1797-4B65-8241-1C10617B0A97},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184749,381679,Subordinate,316,,,privé,,Galston,Priv,,316 Galston Priv,316 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CW5,__7NARVJ,RN005243,382284.7502,5032825.116,2021/02/24,2021/02/24,{AFA6D160-A842-4473-BF25-B8D4DAF6E9C5},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184750,293183,Main,300,,,privé,,Galston,Priv,,300 Galston Priv,300 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWO,__7NARVJ,RN005243,382284.7502,5032825.1155,2015/06/08,2015/06/08,{FEC14745-6199-4E4D-855D-0FF02BEA61C5},,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184751,204025,Subordinate,302,,,privé,,Galston,Priv,,302 Galston Priv,302 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWQ,__7NARVJ,RN005243,382283.1627,5032827.7614,2015/06/08,2015/06/08,{C8A36963-76CE-4084-A9EF-A367063B1AD9},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184752,13497,Subordinate,304,,,privé,,Galston,Priv,,304 Galston Priv,304 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWS,__7NARVJ,RN005243,382282.1044,5032829.6135,2015/06/08,2015/06/08,{6B8EFF95-EFBA-4E24-8E72-5D91E0B4C6A2},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184753,376080,Subordinate,306,,,privé,,Galston,Priv,,306 Galston Priv,306 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWU,__7NARVJ,RN005243,382280.2523,5032832.127,2015/06/08,2015/06/08,{C73BF78E-2299-4E68-A1CE-969092AA5531},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184754,17114,Subordinate,309,,,privé,,Galston,Priv,,309 Galston Priv,309 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C10,__7NARVJ,RN005243,382260.8587,5032833.199,2020/08/06,2020/08/06,{A2B83B0A-72BB-4F8B-B7B9-9F01AF00190A},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184755,227112,Subordinate,308,,,privé,,Galston,Priv,,308 Galston Priv,308 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWW,__7NARVJ,RN005243,382278.9294,5032833.9791,2015/06/08,2015/06/08,{F8553C58-9A50-4CE0-95BD-7B52899B237F},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184756,373030,Subordinate,310,,,privé,,Galston,Priv,,310 Galston Priv,310 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CWY,__7NARVJ,RN005243,382277.3419,5032836.7572,2015/06/08,2015/06/08,{288D5B29-5A14-4A53-8D62-C748372D73CA},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184757,218627,Subordinate,311,,,privé,,Galston,Priv,,311 Galston Priv,311 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C1B,__7NARVJ,RN005243,382259.0065,5032837.4324,2020/08/06,2020/08/06,{DECFF4DD-12E6-4B0B-8178-0C6064685B54},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184758,216789,Subordinate,312,,,privé,,Galston,Priv,,312 Galston Priv,312 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CW1,__7NARVJ,RN005243,382276.019,5032839.7999,2015/06/08,2015/06/08,{EEB323C3-3326-4DA1-9D72-0C6541B2E291},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184759,216365,Subordinate,314,,,privé,,Galston,Priv,,314 Galston Priv,314 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9CW3,__7NARVJ,RN005243,382274.1669,5032842.9749,2015/06/08,2015/06/08,{B45DB5D9-6428-40B8-9A65-D2284346F08C},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184760,212376,Subordinate,315,,,privé,,Galston,Priv,,315 Galston Priv,315 privé Galston,Galston Priv,privé Galston,privé Galston Priv.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C1F,__7NARVJ,RN005243,382255.6994,5032843.6501,2020/08/06,2020/08/06,{A7A9547B-38D1-41CB-907C-C12CA59C5243},__7S9CWO,6.146002151235112e+18,R4Z[1724],R4,06146002151235112384,True
184765,137911,Main,6114,,,rue,,Silverbirch,St,,6114 Silverbirch St,6114 rue Silverbirch,Silverbirch St,rue Silverbirch,rue Silverbirch St.,English,K1W1C5,ORLÉANS,Gloucester,19.0,__3W1GL4,___2SSLY,RN005036,380855.035,5034028.183,2012/11/14,,{D1BA9F0E-745B-457E-8AA2-790F0803C823},,6.14600216119e+18,R1W,R1,06146002161190000000,True
184771,150005,Main,6076,,,prom,,Longleaf,Dr,,6076 Longleaf Dr,6076 prom Longleaf,Longleaf Dr,prom Longleaf,prom. Longleaf Dr.,English,K1W1G4,ORLÉANS,Gloucester,19.0,__3Z4VON,___2SU8B,RN007305,380644.311,5033955.873,2012/11/14,,{B5759333-D770-456D-90D5-73E7719D803E},,6.14600216399e+18,R1W,R1,06146002163990000000,True
184791,70091,Main,403,,,crois,,Keith,Cres,,403 Keith Cres,403 crois Keith,Keith Cres,crois Keith,crois. Keith Cres.,English,K1W0A2,ORLÉANS,Gloucester,19.0,__54KDAF,__3542H5,RN009506,381140.453,5032283.566,2012/11/14,,{5DE973D9-2F10-45D0-A4C2-D788282B61B6},,6.1460021516002e+18,R3VV[1048],R3,06146002151600200000,True
184796,311568,Main,6090,,,prom,,Longleaf,Dr,,6090 Longleaf Dr,6090 prom Longleaf,Longleaf Dr,prom Longleaf,prom. Longleaf Dr.,English,K1W1G3,ORLÉANS,Gloucester,19.0,__3W1GX7,___2SU8B,RN007305,380731.869,5033998.257,2012/11/14,,{2F91DD2F-06D6-42DA-8889-0A3F2A415A86},,6.14600216406e+18,R1W,R1,06146002164060000000,True
184822,427887,Main,548,,,voie,du,Pin Rouge,Way,,548 Pin Rouge Way,548 voie du Pin Rouge,Pin Rouge Way,voie du Pin Rouge,voie du Pin Rouge Way,French,K1W0B2,ORLÉANS,Gloucester,19.0,__8EOL4V,__80A6QL,RN006343,381510.3508,5032383.5872,2012/11/16,2024/03/24,{F2AD118D-EB12-483B-AE05-9156AE9E8872},,6.1460021515642e+18,R3VV[1860],R3,06146002151564200000,True
184845,61879,Main,1217,,,av,,Glenlivet,Ave,,1217 Glenlivet Ave,1217 av Glenlivet,Glenlivet Ave,av Glenlivet,av. Glenlivet Ave.,English,K1W0G3,ORLÉANS,Gloucester,19.0,__7S9C8S,__7NARWG,RN004988,382159.013,5032845.2,2012/11/14,,{DE229413-82B2-47A9-86A4-75AD242E8E68},,6.1460021512114e+18,R3Z[1725],R3,06146002151211400000,True
184868,475882,Main,6264,,,ch,,Renaud,Rd,,6264 Renaud Rd,6264 ch Renaud,Renaud Rd,ch Renaud,ch. Renaud Rd.,English,K1W0L1,ORLÉANS,,,__BG1VZW,___2SSMQ,RN006006,382236.654,5032947.3203,2024/11/06,2024/11/10,{E1E0833B-B844-4AE8-8C2C-18A78FA31207},,6.14600215139e+18,DR,DR,06146002151390000000,True
184885,289512,Main,2103,,,prom,,Auburn Ridge,Dr,,2103 Auburn Ridge Dr,2103 prom Auburn Ridge,Auburn Ridge Dr,prom Auburn Ridge,prom. Auburn Ridge Dr.,English,K1W1J1,ORLÉANS,Gloucester,19.0,__3W1G9H,___2STT6,RN002237,381294.609,5033428.289,2012/11/14,,{F697CFF8-9973-479A-A4DA-B26F4344B736},,6.1460021654203e+18,R1VV,R1,06146002165420300000,True
184921,36859,Main,244,,,rue,,Joshua,St,,244 Joshua St,244 rue Joshua,Joshua St,rue Joshua,rue Joshua St.,English,K1W0H3,ORLÉANS,Gloucester,19.0,__8O8QGU,__5V5FWQ,RN007997,381851.983,5032226.653,2012/11/14,,{E8795F9D-A3AA-4985-AB2B-4A135DB9168B},,6.1460021515015e+18,R3VV[1286],R3,06146002151501500000,True
184923,56562,Main,27,,,place,,Sprucewood,Pl,,27 Sprucewood Pl,27 place Sprucewood,Sprucewood Pl,place Sprucewood,place Sprucewood Pl.,English,K1W1K3,ORLÉANS,Gloucester,19.0,__3EA0O1,___99CE4,RN012100,380937.676,5033428.306,2012/11/14,,{70DFAA01-8CB5-4010-8742-F9131B94D7CA},,6.1460021677094e+18,R1VV,R1,06146002167709400000,True
184927,265141,Main,222,,,privé,,Cardoness,Priv,,222 Cardoness Priv,222 privé Cardoness,Cardoness Priv,privé Cardoness,privé Cardoness Priv.,English,K1W0G5,ORLÉANS,Gloucester,19.0,__7SBAMJ,__7NAP8E,RN008779,382353.5685,5032738.5456,2012/11/14,2016/07/08,{39E4AA3C-42A6-4871-9C98-06EF87C32C41},,6.1460021512304e+18,R3Z[1725],R3,06146002151230400000,True
184987,291441,Main,7,,,cour,,Roundtree,Crt,,7 Roundtree Crt,7 cour Roundtree,Roundtree Crt,cour Roundtree,cour Roundtree Crt.,English,K1W1K8,ORLÉANS,Gloucester,19.0,__4KCOQC,___2SRMA,RN010256,380788.284,5033120.924,2012/11/14,,{5B4EC1C9-A4F9-471E-BA1C-F6654400F9F3},,6.1460021677346e+18,R1VV,R1,06146002167734600000,True
184992,338099,Main,3317,,,ch,,Navan,Rd,,3317 Navan Rd,3317 ch Navan,Navan Rd,ch Navan,ch. Navan Rd.,English,K1W0K7,ORLÉANS,Gloucester,19.0,__319HT9,___2SSNV,RN002273,382341.327,5032614.266,2012/11/14,,{DB7659C5-4747-4320-BBFA-FC3A12CF8294},,6.1460021513e+18,DR,DR,06146002151300000000,True
184993,424054,Subordinate,6280,,,ch,,Navan,Rd,,6280 Navan Rd,6280 ch Navan,Navan Rd,ch Navan,ch. Navan Rd.,English,K1W0K7,ORLÉANS,Gloucester,19.0,__8KKX3W,___2SSNV,RN002273,382341.327,5032614.266,2012/11/14,2024/02/22,{20C0F3A0-A42C-4026-BCD6-6973AB893D7B},__319HT9,6.1460021513e+18,DR,DR,06146002151300000000,True
184994,424393,Subordinate,6312,,,ch,,Renaud,Rd,,6312 Renaud Rd,6312 ch Renaud,Renaud Rd,ch Renaud,ch. Renaud Rd.,English,K1W0K7,ORLÉANS,Gloucester,19.0,__7J6TKH,___2SSMQ,RN006006,382341.327,5032614.266,2012/11/14,2024/02/22,{76A38F1B-85F4-4CB1-BA28-CD90C30D0AE4},__319HT9,6.1460021513e+18,DR,DR,06146002151300000000,True
184995,424747,Subordinate,6282,,,ch,,Renaud,Rd,,6282 Renaud Rd,6282 ch Renaud,Renaud Rd,ch Renaud,ch. Renaud Rd.,English,K1W0K7,ORLÉANS,Gloucester,19.0,__7J6TK7,___2SSMQ,RN006006,382341.327,5032614.266,2012/11/14,2024/02/22,{C981201B-70C4-4E53-A4E7-A14287B47006},__319HT9,6.1460021513e+18,DR,DR,06146002151300000000,True
184998,327837,Main,455,,,crois,,Keith,Cres,,455 Keith Cres,455 crois Keith,Keith Cres,crois Keith,crois. Keith Cres.,English,K1W0A5,ORLÉANS,Gloucester,19.0,__54KDDL,__3542H5,RN009506,381227.314,5032033.437,2012/11/14,,{0CB4B557-6AE1-4276-B7C7-A31CF7ABAE98},,6.1460021516054e+18,R3VV[1048],R3,06146002151605400000,True
185015,321031,Main,1919,,,place,,Crestmont,Pl,,1919 Crestmont Pl,1919 place Crestmont,Crestmont Pl,place Crestmont,place Crestmont Pl.,English,K1W1C1,ORLÉANS,Gloucester,19.0,__3W15LV,___2SUQ2,RN000206,380630.343,5034282.382,2012/11/14,,{4F7EFD1B-A394-4E76-91E1-AE5033192A98},,6.1460021610434e+18,R3VV,R3,06146002161043400000,True
185021,254619,Main,2163,,,crois,,Blue Willow,Cres,,2163 Blue Willow Cres,2163 crois Blue Willow,Blue Willow Cres,crois Blue Willow,crois. Blue Willow Cres.,English,K1W1K7,ORLÉANS,Gloucester,19.0,__3EA0UK,___99CDR,RN004074,380964.358,5033090.043,2012/11/14,,{75773185-6B8B-407F-B7E8-3BD5138CCB67},,6.1460021677168e+18,R1VV,R1,06146002167716800000,True
185040,317430,Main,5873,,,place,,Gladewoods,Pl,,5873 Gladewoods Pl,5873 place Gladewoods,Gladewoods Pl,place Gladewoods,place Gladewoods Pl.,English,K1W1G6,ORLÉANS,Gloucester,19.0,__3Z4U0R,___2SVIV,RN002786,380292.496,5033903.255,2012/11/14,,{F842CEC2-981C-443D-97B0-81DC7A5F20A6},,6.14600216362e+18,R1W,R1,06146002163620000000,True
185056,76679,Main,294,,,rue,,Joshua,St,,294 Joshua St,294 rue Joshua,Joshua St,rue Joshua,rue Joshua St.,English,K1W0N8,ORLÉANS,Gloucester,19.0,__A5XDKD,__5V5FWQ,RN007997,382158.2337,5032190.4077,,2020/07/27,{0FA64319-5347-4C78-BFB1-492221F450A2},,6.1460021514793e+18,R3VV[1286],R3,06146002151479300000,True
185065,299065,Main,342,,,crois,,Broadridge,Cres,,342 Broadridge Cres,342 crois Broadridge,Broadridge Cres,crois Broadridge,crois. Broadridge Cres.,English,K1W0H1,ORLÉANS,Gloucester,19.0,__8O8QBZ,__5GGXH8,RN009854,382107.9416,5032626.994,2019/10/22,2019/10/31,{A678FA28-FC28-43D7-BFE5-7B2399126E67},,6.1460021515526e+18,R3VV[1286],R3,06146002151552600000,True
